time	V(a)-1.5	V(b)-3	V(c)-4.5	V(d)-6	V(out)
1.000000000140458e-002	-1.500000e+000	-2.595419e+000	-4.500000e+000	-6.000000e+000	9.999784e-001
1.000000000162237e-002	-1.500000e+000	-2.377626e+000	-4.500000e+000	-6.000000e+000	9.999786e-001
1.000000000200000e-002	-1.500000e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999789e-001
1.000000000204356e-002	-1.500000e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999789e-001
1.000000000213068e-002	-1.500000e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999789e-001
1.000000000230491e-002	-1.500000e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999789e-001
1.000000000256114e-002	-1.500000e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999789e-001
1.000000000297868e-002	-1.500000e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999788e-001
1.000000000381376e-002	-1.500000e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999788e-001
1.000000000548392e-002	-1.500000e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999788e-001
1.000000000882423e-002	-1.500000e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999788e-001
1.000000001545813e-002	-1.500000e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999787e-001
1.000000002458946e-002	-1.500000e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
1.000000003487455e-002	-1.500000e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
1.000000004562329e-002	-1.500000e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999784e-001
1.000000006712077e-002	-1.500000e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999784e-001
1.000000010133975e-002	-1.500000e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999784e-001
1.000000015874764e-002	-1.500000e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999784e-001
1.000000025883819e-002	-1.500000e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999784e-001
1.000000045901930e-002	-1.500000e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999784e-001
1.000000085938151e-002	-1.500000e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999784e-001
1.000000166010593e-002	-1.500000e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999784e-001
1.000000326155478e-002	-1.500000e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999784e-001
1.000000646445247e-002	-1.500000e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999784e-001
1.492187500100000e-002	-1.500000e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
1.500000000100000e-002	-1.499999e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
1.500000000110000e-002	-1.399999e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
1.500000000130000e-002	-1.200000e+000	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
1.500000000161429e-002	-8.857076e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999786e-001
1.500000000195433e-002	-5.456705e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999787e-001
1.500000000200000e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999787e-001
1.500000000201281e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999787e-001
1.500000000203842e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999787e-001
1.500000000208965e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999787e-001
1.500000000219212e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999787e-001
1.500000000231661e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999787e-001
1.500000000256560e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999787e-001
1.500000000306358e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999787e-001
1.500000000405954e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999786e-001
1.500000000605145e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999786e-001
1.500000001003528e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
1.500000001800293e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
1.500000003291528e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
1.500000005227201e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
1.500000008767137e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
1.500000015847009e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
1.500000030006755e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
1.500000055097000e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
1.500000100452636e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
1.500000180493120e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
1.500000335639817e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
1.500000609061254e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
1.500001151034117e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
1.500002165609768e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
1.500004194761069e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
1.500008253063670e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
1.500016369668873e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
1.500032602879280e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
1.992686540186471e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
2.000000000000000e-002	-5.000000e-001	-2.000000e+000	-4.500000e+000	-6.000000e+000	9.999785e-001
2.000000000010000e-002	-5.999998e-001	-2.100000e+000	-4.500000e+000	-6.000000e+000	9.999784e-001
2.000000000030000e-002	-7.999996e-001	-2.300000e+000	-4.500000e+000	-6.000000e+000	9.999782e-001
2.000000000070000e-002	-1.199999e+000	-2.699999e+000	-4.500000e+000	-6.000000e+000	9.999778e-001
2.000000000100000e-002	-1.499999e+000	-2.999999e+000	-4.500000e+000	-6.000000e+000	9.999776e-001
2.000000000104391e-002	-1.500000e+000	-3.000000e+000	-4.456091e+000	-6.000000e+000	9.999776e-001
2.000000000113173e-002	-1.500000e+000	-3.000000e+000	-4.368269e+000	-6.000000e+000	9.999776e-001
2.000000000130738e-002	-1.500000e+000	-3.000000e+000	-4.192624e+000	-6.000000e+000	9.999776e-001
2.000000000150742e-002	-1.500000e+000	-3.000000e+000	-3.992583e+000	-6.000000e+000	9.999776e-001
2.000000000179297e-002	-1.500000e+000	-3.000000e+000	-3.707027e+000	-6.000000e+000	9.999777e-001
2.000000000200000e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999778e-001
2.000000000203445e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999778e-001
2.000000000210333e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999778e-001
2.000000000224110e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999778e-001
2.000000000244121e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999778e-001
2.000000000271971e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999778e-001
2.000000000327670e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999778e-001
2.000000000439070e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999778e-001
2.000000000661869e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999779e-001
2.000000001107466e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999781e-001
2.000000001866920e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999785e-001
2.000000002680131e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999787e-001
2.000000003809102e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999783e-001
2.000000005398328e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999774e-001
2.000000007100686e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999767e-001
2.000000008818424e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999764e-001
2.000000011274503e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999763e-001
2.000000013913938e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999762e-001
2.000000018766930e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999762e-001
2.000000028472915e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999761e-001
2.000000047884884e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999760e-001
2.000000083026034e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999759e-001
2.000000146648755e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999759e-001
2.000000263231841e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999758e-001
2.000000472142969e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999758e-001
2.000000864693169e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999757e-001
2.000001589358483e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999757e-001
2.000002999477387e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999757e-001
2.000005418538968e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999758e-001
2.000358601529717e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999777e-001
2.000711784520467e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999790e-001
2.001064967511217e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999800e-001
2.001418150501966e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999804e-001
2.001771333492716e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999805e-001
2.002124516483466e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999800e-001
2.002477699474215e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999791e-001
2.492187500100000e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999791e-001
2.500000000100000e-002	-1.500000e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999791e-001
2.500000000110000e-002	-1.400001e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999791e-001
2.500000000130000e-002	-1.200001e+000	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999792e-001
2.500000000160250e-002	-8.975037e-001	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999793e-001
2.500000000193495e-002	-5.650543e-001	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999793e-001
2.500000000200000e-002	-5.000021e-001	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999793e-001
2.500000000201497e-002	-5.000000e-001	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999793e-001
2.500000000204490e-002	-5.000000e-001	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999793e-001
2.500000000210477e-002	-5.000000e-001	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999793e-001
2.500000000222452e-002	-5.000000e-001	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999793e-001
2.500000000236544e-002	-5.000000e-001	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999793e-001
2.500000000264728e-002	-5.000000e-001	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999793e-001
2.500000000321098e-002	-5.000000e-001	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999793e-001
2.500000000433835e-002	-5.000000e-001	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999793e-001
2.500000000659311e-002	-5.000000e-001	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999791e-001
2.500000001110263e-002	-5.000000e-001	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999790e-001
2.500000002012167e-002	-5.000000e-001	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999786e-001
2.500000003815974e-002	-5.000000e-001	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999779e-001
2.500000006065638e-002	-5.000000e-001	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999772e-001
2.500000008472740e-002	-5.000000e-001	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999769e-001
2.500000010622824e-002	-5.000000e-001	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999769e-001
2.500000013134666e-002	-5.000000e-001	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999769e-001
2.500000017002827e-002	-5.000000e-001	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999769e-001
2.500000024739148e-002	-5.000000e-001	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999769e-001
2.500000040211791e-002	-5.000000e-001	-3.000000e+000	-3.500000e+000	-6.000000e+000	9.999769e-001
